sample	platform	tool	name	reads_in	reads_removed	reads_removed_percent	reads_retained_percent
GCA_019048705.1	illumina	ncbi-scrubber	Aeromonas sp. FDAARGOS 1409 chromosome, complete genome	291864	0	0.0	100.0
GCA_019048725.1	illumina	ncbi-scrubber	Aeromonas sp. FDAARGOS 1407 chromosome, complete genome	313436	10	0.003190443982184561	99.99680955601781
GCA_019048745.1	illumina	ncbi-scrubber	Aeromonas sp. FDAARGOS 1410 chromosome, complete genome	300686	18	0.005986311301490591	99.99401368869852
GCA_019048805.1	illumina	ncbi-scrubber	Citrobacter braakii strain FDAARGOS 1421 chromosome, complete genome	371974	0	0.0	100.0
GCA_019056115.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS 1383 chromosome, complete genome	337060	0	0.0	100.0
GCA_019930605.1	illumina	ncbi-scrubber	Prevotella nigrescens strain FDAARGOS_1486 chromosome, complete genome	178206	0	0.0	100.0
GCA_019930625.1	illumina	ncbi-scrubber	Nocardia asteroides strain FDAARGOS_1485 chromosome, complete genome	494394	0	0.0	100.0
GCA_019930645.1	illumina	ncbi-scrubber	Gordonia bronchialis strain FDAARGOS_1476 chromosome, complete genome	353808	0	0.0	100.0
GCA_019930665.1	illumina	ncbi-scrubber	Bacteroides nordii strain FDAARGOS_1461 chromosome, complete genome	378572	2	0.0005283010893568463	99.99947169891064
GCA_019930685.1	illumina	ncbi-scrubber	Legionella longbeachae strain FDAARGOS_1481 chromosome, complete genome	277696	14	0.005041484212952293	99.99495851578705
GCA_019930705.1	illumina	ncbi-scrubber	Haemophilus influenzae strain FDAARGOS_1479 chromosome, complete genome	126840	140	0.11037527593818984	99.8896247240618
GCA_019930725.1	illumina	ncbi-scrubber	Capnocytophaga ochracea strain FDAARGOS_1468 chromosome, complete genome	174364	0	0.0	100.0
GCA_019930745.1	illumina	ncbi-scrubber	Mycolicibacterium smegmatis strain FDAARGOS_1484 chromosome, complete genome	462514	0	0.0	100.0
GCA_019930765.1	illumina	ncbi-scrubber	Legionella pneumophila strain FDAARGOS_1483 chromosome, complete genome	227276	0	0.0	100.0
GCA_019930785.1	illumina	ncbi-scrubber	Burkholderia dolosa strain FDAARGOS_1463 chromosome 1, complete sequence	413044	0	0.0	100.0
GCA_019930805.1	illumina	ncbi-scrubber	Legionella pneumophila strain FDAARGOS_1482 chromosome, complete genome	229162	0	0.0	100.0
GCA_019930825.1	illumina	ncbi-scrubber	Aeromonas enteropelogenes strain FDAARGOS_1459 chromosome, complete genome	294464	2	0.0006792001738752445	99.99932079982612
GCA_019930845.1	illumina	ncbi-scrubber	Eikenella corrodens strain FDAARGOS_1474 chromosome, complete genome	146172	0	0.0	100.0
GCA_019930865.1	illumina	ncbi-scrubber	Campylobacter coli strain FDAARGOS_1466 chromosome, complete genome	122190	0	0.0	100.0
GCA_019930885.1	illumina	ncbi-scrubber	Legionella anisa strain FDAARGOS_1480 chromosome, complete genome	296538	0	0.0	100.0
GCA_019930905.1	illumina	ncbi-scrubber	Haemophilus aegyptius strain FDAARGOS_1478 chromosome, complete genome	132884	272	0.20468980464164233	99.79531019535835
GCA_019930925.1	illumina	ncbi-scrubber	Bartonella henselae strain FDAARGOS_1462 chromosome, complete genome	129782	0	0.0	100.0
GCA_019930945.1	illumina	ncbi-scrubber	Campylobacter hominis strain FDAARGOS_1467 chromosome, complete genome	114540	10	0.008730574471800244	99.9912694255282
GCA_019930965.1	illumina	ncbi-scrubber	Enterobacter ludwigii strain FDAARGOS_1475 chromosome, complete genome	315382	0	0.0	100.0
GCA_019930985.1	illumina	ncbi-scrubber	Campylobacter coli strain FDAARGOS_1465 chromosome, complete genome	128994	0	0.0	100.0
GCA_019931005.1	illumina	ncbi-scrubber	Granulicatella adiacens strain FDAARGOS_1477 chromosome, complete genome	131028	0	0.0	100.0
GCA_019931025.1	illumina	ncbi-scrubber	Clostridioides difficile strain FDAARGOS_1469 chromosome, complete genome	269708	0	0.0	100.0
GCA_019931045.1	illumina	ncbi-scrubber	Cupriavidus pauculus strain FDAARGOS_1472 chromosome 1, complete sequence	432224	16	0.0037017842600133265	99.99629821573998
GCA_020097175.1	illumina	ncbi-scrubber	Aeromonas enteropelogenes strain FDAARGOS_1536 chromosome, complete genome	288620	0	0.0	100.0
GCA_020097195.1	illumina	ncbi-scrubber	Enterobacter hormaechei subsp. oharae strain FDAARGOS_1533 chromosome, complete genome	315438	0	0.0	100.0
GCA_020097215.1	illumina	ncbi-scrubber	Clostridioides difficile strain FDAARGOS_1528 chromosome, complete genome	291690	4	0.001371318865919298	99.99862868113408
GCA_020097235.1	illumina	ncbi-scrubber	Enterobacter bugandensis strain FDAARGOS_1520 chromosome, complete genome	334858	0	0.0	100.0
GCA_020097255.1	illumina	ncbi-scrubber	Thomasclavelia ramosa strain FDAARGOS_1519 chromosome, complete genome	254472	0	0.0	100.0
GCA_020097275.1	illumina	ncbi-scrubber	Bacteroides fragilis strain FDAARGOS_1512 chromosome, complete genome	349070	16	0.0045836078723465205	99.99541639212765
GCA_020097295.1	illumina	ncbi-scrubber	Aeromonas enteropelogenes strain FDAARGOS_1510 chromosome, complete genome	292826	6	0.0020489983812912787	99.9979510016187
GCA_020097315.1	illumina	ncbi-scrubber	Aeromonas enteropelogenes strain FDAARGOS_1509 chromosome, complete genome	302706	6	0.001982121266179065	99.99801787873382
GCA_020097335.1	illumina	ncbi-scrubber	Streptococcus pneumoniae strain FDAARGOS_1508 chromosome, complete genome	141108	0	0.0	100.0
GCA_020097355.1	illumina	ncbi-scrubber	Proteus vulgaris strain FDAARGOS_1507 chromosome, complete genome	264242	6	0.002270645847367186	99.99772935415264
GCA_020097375.1	illumina	ncbi-scrubber	Porphyromonas endodontalis strain FDAARGOS_1506 chromosome, complete genome	140196	0	0.0	100.0
GCA_020097395.1	illumina	ncbi-scrubber	Leclercia adecarboxylata strain FDAARGOS_1505 chromosome, complete genome	337142	0	0.0	100.0
GCA_020097415.1	illumina	ncbi-scrubber	Klebsiella quasipneumoniae strain FDAARGOS_1504 chromosome, complete genome	344172	0	0.0	100.0
GCA_020097435.1	illumina	ncbi-scrubber	Gemella morbillorum strain FDAARGOS_1501 chromosome, complete genome	117396	0	0.0	100.0
GCA_020097455.1	illumina	ncbi-scrubber	Gemella haemolysans strain FDAARGOS_1500 chromosome, complete genome	128550	2	0.0015558148580318942	99.99844418514196
GCA_020097475.1	illumina	ncbi-scrubber	Escherichia fergusonii strain FDAARGOS_1499 chromosome, complete genome	309728	0	0.0	100.0
GCA_020097495.1	illumina	ncbi-scrubber	Corynebacterium freneyi strain FDAARGOS_1495 chromosome, complete genome	192122	0	0.0	100.0
GCA_020097615.1	illumina	ncbi-scrubber	Corynebacterium falsenii strain FDAARGOS_1493 chromosome, complete genome	170792	0	0.0	100.0
GCA_020097655.1	illumina	ncbi-scrubber	Corynebacterium coyleae strain FDAARGOS_1492 chromosome, complete genome	172188	0	0.0	100.0
GCA_020099175.1	illumina	ncbi-scrubber	Klebsiella quasipneumoniae strain FDAARGOS_1503 chromosome, complete genome	366590	0	0.0	100.0
GCA_020099215.1	illumina	ncbi-scrubber	Enterobacter ludwigii strain FDAARGOS_1498 chromosome, complete genome	315380	0	0.0	100.0
GCA_020099235.1	illumina	ncbi-scrubber	Enterobacter bugandensis strain FDAARGOS_1497 chromosome, complete genome	334858	0	0.0	100.0
GCA_020099255.1	illumina	ncbi-scrubber	Enterobacter bugandensis strain FDAARGOS_1496 chromosome, complete genome	334858	0	0.0	100.0
GCA_020099275.1	illumina	ncbi-scrubber	Corynebacterium falsenii strain FDAARGOS_1494 chromosome, complete genome	178492	0	0.0	100.0
GCA_020099295.1	illumina	ncbi-scrubber	Clostridium sporogenes strain FDAARGOS_1491 chromosome, complete genome	271160	0	0.0	100.0
GCA_020099315.1	illumina	ncbi-scrubber	Citrobacter europaeus strain FDAARGOS_1490 chromosome, complete genome	339568	0	0.0	100.0
GCA_020099335.1	illumina	ncbi-scrubber	Citrobacter amalonaticus strain FDAARGOS_1489 chromosome, complete genome	338134	0	0.0	100.0
GCA_020099355.1	illumina	ncbi-scrubber	Burkholderia vietnamiensis strain FDAARGOS_1488 chromosome 1, complete sequence	462034	0	0.0	100.0
GCA_020099375.1	illumina	ncbi-scrubber	Acinetobacter variabilis strain FDAARGOS_1487 chromosome, complete genome	232316	0	0.0	100.0
GCA_020149725.1	illumina	ncbi-scrubber	Campylobacter coli strain FDAARGOS_1464 chromosome, complete genome	107916	0	0.0	100.0
GCA_020221755.1	illumina	ncbi-scrubber	Lactococcus lactis strain FDAARGOS_867 chromosome, complete genome	178994	0	0.0	100.0
GCA_020450285.1	illumina	ncbi-scrubber	UNVERIFIED_ORG: Hafnia paralvei strain FDAARGOS_1502 chromosome, complete genome	322462	0	0.0	100.0
GCA_020735285.1	illumina	ncbi-scrubber	Mycobacterium avium subsp. avium strain FDAARGOS_1607 chromosome, complete genome	330462	0	0.0	100.0
GCA_020735345.1	illumina	ncbi-scrubber	Mycobacteroides abscessus subsp. abscessus strain FDAARGOS_1605 chromosome, complete genome	335566	0	0.0	100.0
GCA_020735365.1	illumina	ncbi-scrubber	Blautia massiliensis strain FDAARGOS_1576 chromosome, complete genome	248852	0	0.0	100.0
GCA_020735385.1	illumina	ncbi-scrubber	Granulicatella elegans strain FDAARGOS_1559 chromosome, complete genome	126042	0	0.0	100.0
GCA_020735405.1	illumina	ncbi-scrubber	Mycobacterium avium subsp. avium strain FDAARGOS_1606 chromosome, complete genome	330704	0	0.0	100.0
GCA_020735425.1	illumina	ncbi-scrubber	Mycobacteroides abscessus subsp. abscessus strain FDAARGOS_1604 chromosome, complete genome	339370	0	0.0	100.0
GCA_020735445.1	illumina	ncbi-scrubber	Prevotella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	236774	60	0.02534062016944428	99.97465937983056
GCA_020735465.1	illumina	ncbi-scrubber	Collinsella stercoris DSM 13279 strain FDAARGOS_1572 chromosome, complete genome	164050	0	0.0	100.0
GCA_020735485.1	illumina	ncbi-scrubber	Mycobacteroides abscessus subsp. abscessus strain FDAARGOS_1603 chromosome, complete genome	322226	0	0.0	100.0
GCA_020735505.1	illumina	ncbi-scrubber	Mycobacteroides abscessus strain FDAARGOS_1602 chromosome, complete genome	322236	0	0.0	100.0
GCA_020735525.1	illumina	ncbi-scrubber	Helicobacter pylori strain FDAARGOS_1601 chromosome, complete genome	109606	4	0.0036494352498950785	99.9963505647501
GCA_020735545.1	illumina	ncbi-scrubber	Gordonia otitidis strain FDAARGOS_1600 chromosome, complete genome	340588	0	0.0	100.0
GCA_020735565.1	illumina	ncbi-scrubber	Hoylesella buccalis strain FDAARGOS_1588 chromosome, complete genome	220560	0	0.0	100.0
GCA_020735585.1	illumina	ncbi-scrubber	Campylobacter fetus subsp. testudinum strain FDAARGOS_1591 chromosome, complete genome	118366	12	0.010138046398459017	99.98986195360155
GCA_020735605.1	illumina	ncbi-scrubber	Parabacteroides merdae strain FDAARGOS_1586 chromosome, complete genome	291720	0	0.0	100.0
GCA_020735625.1	illumina	ncbi-scrubber	Finegoldia magna strain FDAARGOS_1557 chromosome, complete genome	132318	0	0.0	100.0
GCA_020735645.1	illumina	ncbi-scrubber	Acidaminococcus fermentans DSM 20731 strain FDAARGOS_1571 chromosome, complete genome	155546	0	0.0	100.0
GCA_020735665.1	illumina	ncbi-scrubber	Lachnospiraceae bacterium GAM79 strain FDAARGOS_1585 chromosome, complete genome	197388	0	0.0	100.0
GCA_020735685.1	illumina	ncbi-scrubber	Lachnospiraceae bacterium GAM79 strain FDAARGOS_1582 chromosome, complete genome	198604	0	0.0	100.0
GCA_020735705.1	illumina	ncbi-scrubber	Coprococcus eutactus ATCC 27759 strain FDAARGOS_1581 chromosome, complete genome	207556	0	0.0	100.0
GCA_020735725.1	illumina	ncbi-scrubber	Alistipes senegalensis strain FDAARGOS_1578 chromosome, complete genome	268220	2	0.000745656550592797	99.99925434344941
GCA_020735745.1	illumina	ncbi-scrubber	Lachnospira eligens strain FDAARGOS_1570 chromosome, complete genome	184852	0	0.0	100.0
GCA_020735765.1	illumina	ncbi-scrubber	Streptococcus anginosus subsp. anginosus strain FDAARGOS_1569 chromosome, complete genome	125088	0	0.0	100.0
GCA_020735785.1	illumina	ncbi-scrubber	Prevotella melaninogenica strain FDAARGOS_1566 chromosome 1, complete sequence	211214	0	0.0	100.0
GCA_020735805.1	illumina	ncbi-scrubber	Helicobacter pylori strain FDAARGOS_1563 chromosome, complete genome	110868	2	0.0018039470361150196	99.99819605296389
GCA_020735825.1	illumina	ncbi-scrubber	Haemophilus influenzae strain FDAARGOS_1562 chromosome, complete genome	122840	118	0.09605991533702378	99.90394008466298
GCA_020735845.1	illumina	ncbi-scrubber	Tsukamurella paurometabola strain FDAARGOS_1558 chromosome, complete genome	313538	0	0.0	100.0
GCA_020735865.1	illumina	ncbi-scrubber	Parabacteroides johnsonii strain FDAARGOS_1580 chromosome, complete genome	317744	0	0.0	100.0
GCA_020735885.1	illumina	ncbi-scrubber	Bordetella pertussis strain FDAARGOS_1542 chromosome, complete genome	274846	0	0.0	100.0
GCA_020735905.1	illumina	ncbi-scrubber	Prevotella melaninogenica strain FDAARGOS_1567 chromosome 1, complete sequence	220450	0	0.0	100.0
GCA_020735925.1	illumina	ncbi-scrubber	Bordetella parapertussis strain FDAARGOS_1541 chromosome, complete genome	318372	0	0.0	100.0
GCA_020735945.1	illumina	ncbi-scrubber	Parabacteroides distasonis strain FDAARGOS_1565 chromosome, complete genome	320804	12	0.0037406017381329407	99.99625939826187
GCA_020735965.1	illumina	ncbi-scrubber	Bordetella parapertussis strain FDAARGOS_1540 chromosome, complete genome	318370	0	0.0	100.0
GCA_020735985.1	illumina	ncbi-scrubber	Bordetella holmesii strain FDAARGOS_1539 chromosome, complete genome	245874	0	0.0	100.0
GCA_020736005.1	illumina	ncbi-scrubber	Mycobacterium intracellulare strain FDAARGOS_1564 chromosome, complete genome	376386	0	0.0	100.0
GCA_020736025.1	illumina	ncbi-scrubber	Haemophilus influenzae strain FDAARGOS_1561 chromosome, complete genome	122286	128	0.10467265263398919	99.895327347366
GCA_020736045.1	illumina	ncbi-scrubber	Haemophilus influenzae strain FDAARGOS_1560 chromosome, complete genome	126044	262	0.20786392053568592	99.79213607946431
GCA_020736065.1	illumina	ncbi-scrubber	Finegoldia magna strain FDAARGOS_1556 chromosome, complete genome	115922	0	0.0	100.0
GCA_020736085.1	illumina	ncbi-scrubber	Corynebacterium diphtheriae subsp. diphtheriae strain FDAARGOS_1554 chromosome, complete genome	164242	0	0.0	100.0
GCA_020736105.1	illumina	ncbi-scrubber	Corynebacterium diphtheriae strain FDAARGOS_1553 chromosome, complete genome	166080	0	0.0	100.0
GCA_020736125.1	illumina	ncbi-scrubber	Corynebacterium diphtheriae strain FDAARGOS_1552 chromosome, complete genome	157962	0	0.0	100.0
GCA_020736145.1	illumina	ncbi-scrubber	Campylobacter jejuni strain FDAARGOS_1546 chromosome, complete genome	108536	0	0.0	100.0
GCA_020736165.1	illumina	ncbi-scrubber	Capnocytophaga ochracea strain FDAARGOS_1550 chromosome, complete genome	180882	0	0.0	100.0
GCA_020736185.1	illumina	ncbi-scrubber	Campylobacter gracilis strain FDAARGOS_1548 chromosome, complete genome	152116	0	0.0	100.0
GCA_020736205.1	illumina	ncbi-scrubber	Campylobacter rectus strain FDAARGOS_1549 chromosome, complete genome	171454	0	0.0	100.0
GCA_020736225.1	illumina	ncbi-scrubber	Campylobacter curvus strain FDAARGOS_1547 chromosome, complete genome	131660	0	0.0	100.0
GCA_020736245.1	illumina	ncbi-scrubber	Burkholderia dolosa strain FDAARGOS_1544 chromosome 1, complete sequence	427432	2	0.00046791068520840747	99.9995320893148
GCA_020736265.1	illumina	ncbi-scrubber	Bordetella pertussis strain FDAARGOS_1543 chromosome, complete genome	273102	0	0.0	100.0
GCA_021183565.1	illumina	ncbi-scrubber	Nocardia yamanashiensis strain FDAARGOS_1623 chromosome, complete genome	564586	6	0.0010627256077904873	99.9989372743922
GCA_021183585.1	illumina	ncbi-scrubber	Nocardia asteroides strain FDAARGOS_1622 chromosome, complete genome	465562	2	0.000429588325507666	99.9995704116745
GCA_021183605.1	illumina	ncbi-scrubber	Nocardia asteroides strain FDAARGOS_1621 chromosome, complete genome	477942	0	0.0	100.0
GCA_021183625.1	illumina	ncbi-scrubber	Nocardia asteroides strain FDAARGOS_1620 chromosome, complete genome	465792	4	0.0008587524045067325	99.99914124759549
GCA_021183645.1	illumina	ncbi-scrubber	Nocardia gipuzkoensis strain FDAARGOS_1619 chromosome, complete genome	541242	0	0.0	100.0
GCA_021183665.1	illumina	ncbi-scrubber	Mycolicibacterium smegmatis strain FDAARGOS_1618 chromosome, complete genome	459422	2	0.0004353296098140707	99.99956467039019
GCA_021183685.1	illumina	ncbi-scrubber	Mycobacterium kansasii strain FDAARGOS_1615 chromosome, complete genome	430348	22	0.005112141801518771	99.99488785819848
GCA_021183705.1	illumina	ncbi-scrubber	Mycobacterium kansasii strain FDAARGOS_1614 chromosome, complete genome	430260	14	0.0032538465114117046	99.99674615348859
GCA_021183725.1	illumina	ncbi-scrubber	Mycobacterium ostraviense strain FDAARGOS_1613 chromosome, complete genome	408516	0	0.0	100.0
GCA_021183745.1	illumina	ncbi-scrubber	Mycobacterium intracellulare strain FDAARGOS_1612 chromosome, complete genome	371710	0	0.0	100.0
GCA_021183765.1	illumina	ncbi-scrubber	Mycobacterium intracellulare strain FDAARGOS_1611 chromosome, complete genome	365956	0	0.0	100.0
GCA_021183785.1	illumina	ncbi-scrubber	Mycobacterium intracellulare subsp. intracellulare strain FDAARGOS_1610 chromosome, complete genome	360844	0	0.0	100.0
GCA_021183805.1	illumina	ncbi-scrubber	Mycobacterium avium subsp. avium strain FDAARGOS_1609 chromosome, complete genome	330370	0	0.0	100.0
GCA_022213445.1	illumina	ncbi-scrubber	Burkholderia vietnamiensis strain FDAARGOS_721 chromosome 1, complete sequence	467904	18	0.003846942962659007	99.99615305703735
ERR3239334	illumina	hostile	Homo sapiens	758135204	753275248	99.35895919694029	0.6410408030597097
ERR3239480	illumina	hostile	Homo sapiens	753247448	750367906	99.61771632845944	0.38228367154056286
ERR3239491	illumina	hostile	Homo sapiens	720104180	715015946	99.29340307398299	0.7065969260170135
ERR3239492	illumina	hostile	Homo sapiens	759850438	756695636	99.58481276811477	0.415187231885227
ERR3239557	illumina	hostile	Homo sapiens	722484412	718214618	99.40901230129239	0.5909876987076075
ERR3239683	illumina	hostile	Homo sapiens	834666436	828823318	99.2999457330521	0.7000542669479017
ERR3239832	illumina	hostile	Homo sapiens	728872364	725022950	99.4718672033503	0.5281327966497003
ERR3239893	illumina	hostile	Homo sapiens	755077300	751943056	99.58491084290311	0.41508915709688665
ERR3239894	illumina	hostile	Homo sapiens	755852262	750267990	99.26119530485707	0.7388046951429317
ERR3239997	illumina	hostile	Homo sapiens	742828056	738545428	99.42346981035406	0.5765301896459363
ERR3240184	illumina	hostile	Homo sapiens	812240132	808831578	99.5803514421767	0.4196485578232938
ERR3240193	illumina	hostile	Homo sapiens	801272652	797905018	99.57971434672152	0.42028565327848355
ERR3240223	illumina	hostile	Homo sapiens	732782248	729430480	99.54259699806484	0.4574030019351625
ERR3241843	illumina	hostile	Homo sapiens	776192472	771429750	99.38639935688529	0.6136006431147081
ERR3241862	illumina	hostile	Homo sapiens	834477356	831344906	99.62462133004841	0.3753786699515871
ERR3242189	illumina	hostile	Homo sapiens	748369992	744478528	99.48000801186588	0.5199919881341231
ERR3242199	illumina	hostile	Homo sapiens	725236972	720906398	99.40287462344102	0.5971253765589779
ERR3242202	illumina	hostile	Homo sapiens	745978896	732772932	98.22971345827456	1.77028654172544
ERR3242208	illumina	hostile	Homo sapiens	742124154	738834728	99.55675529730837	0.4432447026916293
ERR3242214	illumina	hostile	Homo sapiens	1085694008	1078862336	99.37075530032767	0.6292446996723271
